,Images,Text
6773,000000329097.jpg#4,A small plane is writing across the sky 
6774,000000351352.jpg#0,Three propeller planes flying in formation across a blue sky
6775,000000351352.jpg#1,Three planes flying together in a specific formation.
6776,000000351352.jpg#2,A group of three airplanes flying through a blue sky.
6777,000000351352.jpg#3,"Three planes flying close together, one leading while the other two are in line with each other. "
6778,000000351352.jpg#4,Three old fashioned propeller planes flying in formation. 
6779,000000081461.jpg#0,A U.S. Air Force jet flies low to the ground with its wheels down.
6780,000000081461.jpg#1,A fighter jet flying over farmlands in a blue sky.
6781,000000081461.jpg#2,An air force jet flying in the sky
6782,000000081461.jpg#3,An Air Force jet airborne in the sky.
6783,000000081461.jpg#4,A AIR PLANE IS FLYING HIGH IN THE SKY 
6784,000000175347.jpg#0,A single engine airplane is pulling a glider through the air.
6785,000000175347.jpg#1,Two airplanes flying in sky with tree and traffic light in foreground.
6786,000000175347.jpg#2,A plane pulling an ultra light plane through the sky by a tether.
6787,000000175347.jpg#3,a traffic light with two planes flying in the sky
6788,000000175347.jpg#4,"Two planes glide over trees, above a traffic light"
6789,000000552302.jpg#0,A man standing next to an airplane on a runway.
6790,000000552302.jpg#1,A man in a safety vest is standing in front of a large jet.
6791,000000552302.jpg#2,A man standing on a runway in front of an airplane.
6792,000000552302.jpg#3,A young man sits in front of a large airplane.
6793,000000552302.jpg#4,An air traffic controller stands in front of a large plane.
6794,000000465744.jpg#0,A water plane gets ready for take off.
6795,000000465744.jpg#1,"A plane sitting in the middle of a dock, waiting to take off."
6796,000000465744.jpg#2,A seaplane on the water with a large body of water in the background.
6797,000000465744.jpg#3,a small plane takes off over the water 
6798,000000465744.jpg#4,A water plane enters the water gently from the shore.
6799,000000138755.jpg#0,A clock that is on the side of a tower.
6800,000000138755.jpg#1,The image shows the roofs and steeples of many buildings. 
6801,000000138755.jpg#2,A skyline with several buildings with old architecture
6802,000000138755.jpg#3,Large tower building with a clock on the side of it. 
6803,000000138755.jpg#4,A tall building that has a clock on it. 
6804,000000435803.jpg#0,Two pilots sit in a plane in the middle of a field.
6805,000000435803.jpg#1,An old airplane is on the brown field.
6806,000000435803.jpg#2,Two people in an airplane about to take-off.
6807,000000435803.jpg#3,A plane with two people in the landing field.
6808,000000435803.jpg#4,A silver colored two passenger airplane with a propellor in the front on a grass field.
6809,000000471439.jpg#0,a couple of big airplanes on a runway
6810,000000471439.jpg#1,An airplane is on the runway at the airport near another airplane. 
6811,000000471439.jpg#2,Two fighter jets are sitting in a runway with their hatches opened.
6812,000000471439.jpg#3,A couple of fighter jets sitting on top of an airport runway.
6813,000000471439.jpg#4,Two black military jets on an airport runway
6814,000000224375.jpg#0,a person on an air plane flying in he air
6815,000000224375.jpg#1,A man standing on top of a flying airplane.
6816,000000224375.jpg#2,A wing walker performs on the wing of a biplane.  
6817,000000224375.jpg#3,a person standing on top of a small planes wings 
6818,000000224375.jpg#4,A person on a small airplane high in the sky.
6819,000000078169.jpg#0,A jet flying up in the light blue sky.
6820,000000078169.jpg#1,A gray fighter jet climbs into the air on its ascent.
6821,000000078169.jpg#2,A white airplane ascending at a steep slope.
6822,000000078169.jpg#3,An airplane with a pilot going up high in the air.  
6823,000000078169.jpg#4,a lare jet flies across the blue sky
6824,000000456845.jpg#0,What appears to be air force one taxing down the runway at twilight.
6825,000000456845.jpg#1,An airplane sits on the runway at night.
6826,000000456845.jpg#2,"An airplane takes off, or is landing at the airport."
6827,000000456845.jpg#3,A jetliner taking off from an airport runway.
6828,000000456845.jpg#4,The blue and white US Air Force presidential 747 travels on a runway.
6829,000000371973.jpg#0,A small yellow airplane is on a grassy runway.
6830,000000371973.jpg#1,A small yellow plane sitting on top of an airport runway.
6831,000000371973.jpg#2,A yellow plane is taking off to fly 
6832,000000371973.jpg#3,A tiny yellow plane prepares to take off.
6833,000000371973.jpg#4,a yellow plane that is out on a runway
6834,000000310989.jpg#0,A man is on a ladder up to an airplane windshield.
6835,000000310989.jpg#1,An airport employee on a ladder cleaning a plane's windshield.
6836,000000310989.jpg#2,A person cleaning a window of an airplane. 
6837,000000310989.jpg#3,A man on a large set of portable stairs leaning over the windshield of an airplane.
6838,000000310989.jpg#4,A maintenance worker is utilizing a stair cart to clean the windshield of an aircraft.
6839,000000460125.jpg#0,Three aircrafts flying in the sky on a clear day.
6840,000000460125.jpg#1,Three jet airplanes flying in formation on a cloudy day.
6841,000000460125.jpg#2,A group of military planes flying overhead in formation.
6842,000000460125.jpg#3,A big aircraft flanked by jet airplanes against a gray sky.
6843,000000460125.jpg#4,three air planes flying close to one another 
6844,000000242298.jpg#0,a big airplane that is parked on a runway
6845,000000242298.jpg#1,A person with a flag waves from the top of a Blue Angels airplane.
6846,000000242298.jpg#2,There is a large plane on the tarmac.
6847,000000242298.jpg#3,a large air plane on a run way
6848,000000242298.jpg#4,A Blue Angels air plane is going down a runway.
6849,000000564073.jpg#0,a large jet flying next to two fighter jets.
6850,000000564073.jpg#1,three airplanes fly through the sky as in-sync 
6851,000000564073.jpg#2,Three airplanes in flight on a cloudy day.
6852,000000564073.jpg#3,Three military aircraft fly in close formation against a grey sky.
6853,000000564073.jpg#4,3 airplanes flying through the sky on a cloudy day
6854,000000145551.jpg#0,An airplane with stripes parked on a runway
6855,000000145551.jpg#1,A jet airplane sitting on an airport runway.
6856,000000145551.jpg#2,A private jet on a runway with a clear sky in the background.
6857,000000145551.jpg#3,A white passenger jet landing on an airport runway.
6858,000000145551.jpg#4,A large airplane is sitting on the runway.
6859,000000087672.jpg#0,An airplane is parked at the airport for maintenance. 
6860,000000087672.jpg#1,A man inspecting an engine on a plane.
6861,000000087672.jpg#2,The wing and fan of an airplane and a man standing on a cart near it
6862,000000087672.jpg#3,a man stands next to a planes engine 
6863,000000087672.jpg#4,A man on a scissor lift stands by a jet engine.
6864,000000053111.jpg#0,A delta airlines jet sitting next to a  truck on a runway.
6865,000000053111.jpg#1,The large jumbo jet is being taxied by a small truck.
6866,000000053111.jpg#2,a delta airplane getting ready to takeoff at an airport
6867,000000053111.jpg#3,A Delta Airlines jet airplane being towed on an airport runway.
6868,000000053111.jpg#4,A Delta airplane sitting on the tarmac at an airport 
6869,000000064317.jpg#0,A plane prepares to land on an airport runway. 
6870,000000064317.jpg#1,a gray airplane and behind it is a white jet
6871,000000064317.jpg#2,Two airplanes at the airport that are getting ready to fly.
6872,000000064317.jpg#3,An old and a newer airplane are at an airport.
6873,000000064317.jpg#4,A charter plane lands at an airport in Israel. 
6874,000000391839.jpg#0,"A single engine, two passenger plane is taking off."
6875,000000391839.jpg#1,Two people fly a small airplane in a field.
6876,000000391839.jpg#2,A blue and yellow plane with two pilots inside.
6877,000000391839.jpg#3,a small air plane taking off from an air port runway
6878,000000391839.jpg#4,An airplane takes off with both a pilot and copilot
6879,000000225787.jpg#0,An airplane sitting on a tarmac at an airport.
6880,000000225787.jpg#1,A plane sits right next to the water.
6881,000000225787.jpg#2,Airplane in an airport next to the sea.
6882,000000225787.jpg#3,The Concord SST sitting on a barge in a river.
6883,000000225787.jpg#4,A photo of a dock with a large airplane on display.
6884,000000492298.jpg#0,A jet that has the top of it open.
6885,000000492298.jpg#1,A man sitting inside of a fighter jet with it's hatch open.
6886,000000492298.jpg#2,An air force vintage photo is shown of a plane.
6887,000000492298.jpg#3,A pair of pilots in the air force smile from a plane cockpit.
6888,000000492298.jpg#4,black and white picture of air force pilots in a plane
6889,000000524011.jpg#0,two large air planes on a run way
6890,000000524011.jpg#1,Airplanes sit facing away from each other in front of an airport.
6891,000000524011.jpg#2,Two Korean Air jets parked on a runway next to a terminal.
6892,000000524011.jpg#3,Two korean airlines commercial airliners on the tarmac.
6893,000000524011.jpg#4,Two airplanes facing the opposite direction on the runway. 
6894,000000147418.jpg#0,Two plane flying over a sea and island
6895,000000147418.jpg#1,Two jet liners flying near the ocean under a blue sky.
6896,000000147418.jpg#2,Some very big commercial planes over the water.
6897,000000147418.jpg#3,Two airplanes flying over water and passing each other
6898,000000147418.jpg#4,A couple of large airplanes out in the open.
6899,000000258094.jpg#0,a small yellow plane is next to a cone
6900,000000258094.jpg#1,A yellow Navy plane is sitting on the pavement.
6901,000000258094.jpg#2,A yellow Navy plane with a pilot in the cockpit.
6902,000000258094.jpg#3,A small yellow plane sitting on top of an airport runway.
6903,000000258094.jpg#4,a small air plane on a run way 
6904,000000553908.jpg#0,a man wearing a hat and a tie in front of an airplane
6905,000000553908.jpg#1,Sepia tone picture of a man in a suit and hat.
6906,000000553908.jpg#2,An older gentleman leaning against an old airplane.
6907,000000553908.jpg#3,a photo in black in white with a man wearing a top hat 
6908,000000553908.jpg#4,A person in a suit standing up in a field.
6909,000000234162.jpg#0,Two ladies in polo shirts are leaning against an airplane.
6910,000000234162.jpg#1,Two girls standing next to a propeller of a small plane. 
6911,000000234162.jpg#2,Two women standing near the front of a plane
6912,000000234162.jpg#3,Two girls are standing near the propellers of an airplane.
6913,000000234162.jpg#4,Two girls in lime green polo shirts leaning against a small propellor aircraft.
6914,000000200777.jpg#0,A small white plate sitting on top of an airport runway.
6915,000000200777.jpg#1,A white plane taking off of a runway.
6916,000000200777.jpg#2,a white plane is sitting on a runway
6917,000000200777.jpg#3,a little white airplane that is on a run way
6918,000000200777.jpg#4,A man in a small propeller airplane on a runway.
6919,000000439657.jpg#0,Two tail ends of American Airlines airplanes at an airport. 
6920,000000439657.jpg#1,Two airplanes parked next to each other at an airport.
6921,000000439657.jpg#2,The tail sections of two planes that are parked at an airport.
6922,000000439657.jpg#3,a group of airplane jets sitting still on a runway next to each other
6923,000000439657.jpg#4,An American Airlines plane in back of an airport.
6924,000000538947.jpg#0,A small airplane flying over a body of water.
6925,000000538947.jpg#1,A sea plane and boat outside of a large city
6926,000000538947.jpg#2,A plane is preparing to land in the water.
6927,000000538947.jpg#3,"A plane with water landing gear flying low, with the city in the background."
6928,000000538947.jpg#4,a airplane that is flying over a large body of water
6929,000000349459.jpg#0,A passenger jet that is pulled in next to the terminal.
6930,000000349459.jpg#1,"An orange, blue and white airplane sits in  airport runway "
6931,000000349459.jpg#2,A passenger jet is sitting on the black top by the airport.
6932,000000349459.jpg#3,A commercial airplane sitting in an airport runway.
6933,000000349459.jpg#4,An airplane parked at an airport parking spot.
6934,000000216391.jpg#0,A man assisting another person with a parachute before boarding a glider plane.
6935,000000216391.jpg#1,two men prepare for the takeoff of an unmanned aircraft
6936,000000216391.jpg#2,A person is helping another person equip a parachute.
6937,000000216391.jpg#3,A man in light clothing stands near a boy with sunglasses and jeans and they are both by a white glider.
6938,000000216391.jpg#4,two people standing next to an air plane in a field of grass
6939,000000333363.jpg#0,"The huge airplane is painted black, orange, and white."
6940,000000333363.jpg#1,A plane that is either landing or taking off on a foggy day. 
6941,000000333363.jpg#2,a big jumbo jet sits parked at an airport 
6942,000000333363.jpg#3,A ups plane is on the runway of an airport landing strip.
6943,000000333363.jpg#4,Large commercial delivery jet on tarmac in large city setting.
6944,000000151081.jpg#0,A man is plowing the field in preparation.
6945,000000151081.jpg#1,A tractor that is driving over some farmland. 
6946,000000151081.jpg#2,A tractor on a field and a airplane in the sky.
6947,000000151081.jpg#3,A tractor works on a farm next to a road.
6948,000000151081.jpg#4,A farmland with a vehicle working on the land. 
6949,000000269088.jpg#0,A large blue and white passenger jet sitting on an airport runway.
6950,000000269088.jpg#1,A parked airplane with wires connected to it sitting on the tarmac.
6951,000000269088.jpg#2,A very large blue commercial air plane near a truck.
6952,000000269088.jpg#3,An airplane sits on the runway as it appears to be refueling.
6953,000000269088.jpg#4,An airplane is sitting alongside maintenance trucks and being refueled.
6954,000000274631.jpg#0,Traffic lights with sign indicating that turning right leads to Mexico.
6955,000000274631.jpg#1,"Two traffic lights, street sign, and no U-turn sign"
6956,000000274631.jpg#2,A traffic light with a street sign that reads Mexico.
6957,000000274631.jpg#3,Traffic lights and a sign tell travelers where and when to go.
6958,000000274631.jpg#4,A close-up of streetlights in a street sign pointing in the direction of Mexico.
6959,000000000913.jpg#0,A jet sits on display in during an air show.
6960,000000000913.jpg#1,Jet plane on tarmac with people and cloudy sky
6961,000000000913.jpg#2,A airplane that is sitting on a runway.
6962,000000000913.jpg#3,Several airplanes sitting on the tarmac at an airport.
6963,000000000913.jpg#4,Two jets sit on the tarmac on a sunny day. 
6964,000000280024.jpg#0,An airplane outside in a parking lot in unstable weather.
6965,000000280024.jpg#1,Airliner and service vehicle parked at gate area.
6966,000000280024.jpg#2,An airport vehicle guides a passenger airplane to the gate.
6967,000000280024.jpg#3,An airplane that is sitting outside of a runway terminal.
6968,000000280024.jpg#4,A commercial airplane parked at the gate of an airport
6969,000000062942.jpg#0,A small blue truck parked in a parking space in front of home depot.
6970,000000062942.jpg#1,a blue pickup truck parked in a parking spot.
6971,000000062942.jpg#2,A small pick up truck in a home improvement store parking lot.
6972,000000062942.jpg#3,A blue pick up truck driving down the road
6973,000000062942.jpg#4,A blue truck is parked in front of The Home Depot.
6974,000000414161.jpg#0,A small prop plane flies near to the ground in an area with trees.
6975,000000414161.jpg#1,"A propeller plane flying through the air, on a clear day."
6976,000000414161.jpg#2,a plan flying just above a group of trees
6977,000000414161.jpg#3,A small plane flying over a forest of green trees.
6978,000000414161.jpg#4,One engine plane making a landing with trees below. 
6979,000000427803.jpg#0,A couple of small airplanes sitting on top of a field.
6980,000000427803.jpg#1,A grey blue and yellow old fighter plane.
6981,000000427803.jpg#2,two yellow black red and silver airplanes on grass
6982,000000427803.jpg#3,A couple of airplane sitting on a grass field.
6983,000000427803.jpg#4,Two planes with yellow wings are parked in a field.
6984,000000131784.jpg#0,a group of airplanes flying through the sky
6985,000000131784.jpg#1,Three military planes of different models flying together.
6986,000000131784.jpg#2,A military jet and two old war planes flying close to each other.
6987,000000131784.jpg#3,Three air crafts are flying in formation in the sky.
6988,000000131784.jpg#4,Two fighter jets flying in the sky net to a propeller plane.
6989,000000060953.jpg#0,Three airplanes fly maneuvers in the grey sky.
6990,000000060953.jpg#1,Three Yak-11 stunt planes show off at an air show.
6991,000000060953.jpg#2,several airplanes are out in the sky with trails behind them
6992,000000060953.jpg#3,Three small planes emitting smoke in the sky
6993,000000060953.jpg#4,Three planes that are flying while leaving smoke behind them.
6994,000000325646.jpg#0,A jetfighter sitting on top of an airport tarmac.
6995,000000325646.jpg#1,A silver military aircraft parked under a partly cloudy sky.
6996,000000325646.jpg#2,A jet is parked on the runway at the airport
6997,000000325646.jpg#3,A landing area at an airfield with a fighter plane parked and a ladder leading to the pilot area.
6998,000000325646.jpg#4,Two jets sitting on the tarmac on a bright day. 
6999,000000398435.jpg#0,An airplane stands docked outside an airport terminal
7000,000000398435.jpg#1,Scene of airplane through window at airport on overcast day.
7001,000000398435.jpg#2,An airplane seen through the window of an airport.
7002,000000398435.jpg#3,The view from inside a terminal at an airport.
7003,000000398435.jpg#4,At the airport waiting to board my plane.
7004,000000012183.jpg#0,A large plane is parked in a dirt field.
7005,000000012183.jpg#1,A large dirty airplane is sitting in a dirt field.
7006,000000012183.jpg#2,a large plane is sitting in the dirt
7007,000000012183.jpg#3,An airplane sitting in field with a chair in front of it.
7008,000000012183.jpg#4,A large plane that is dirty and out in the desert area.
7009,000000516673.jpg#0,Two dogs standing next to each other on a tarmac near an airplane.
7010,000000516673.jpg#1,A couple of dogs standing by an airplane
7011,000000516673.jpg#2,two brown and black dogs and an airplane
7012,000000516673.jpg#3,Two dogs outside of an airplane standing together.
7013,000000516673.jpg#4,The view of two dogs from the rear by an airplane.
7014,000000354604.jpg#0,A large delta jetliner taking off from an airport runway.
7015,000000354604.jpg#1,Airplanes sit parked on the runways of an airport.
7016,000000354604.jpg#2,A large commercial airplane sitting on the runway
7017,000000354604.jpg#3,The large jumbo jet is lifting off of a runway.
7018,000000354604.jpg#4,an image of airplane getting ready for take off
7019,000000102073.jpg#0,A large jet sitting on top of an airport tarmac.
7020,000000102073.jpg#1,A PICTURE OF AN AIRPLANE ON THE RUN WAY 
7021,000000102073.jpg#2,An airplane parked near a building in a fenced off area.
7022,000000102073.jpg#3,Several airplanes parked at an airport on the others side of a fence.
7023,000000102073.jpg#4,a plane at the airport besides some buildings
7024,000000315065.jpg#0,a sea plane docked near a small storefront
7025,000000315065.jpg#1,a private plane at a water dock and a small store next to the dock.
7026,000000315065.jpg#2,The plane is docked at the small dock near the Stellar office.
7027,000000315065.jpg#3,A SEAPLANE AT A DOCK NEXT TO A RENTAL BOOTH 
7028,000000315065.jpg#4,There is a seaplane parked on the water near a dock and small building on the coast.
7029,000000477272.jpg#0,A fighter jet parked on top of a floor on display in a museum.
7030,000000477272.jpg#1,A military airplane parked inside of a building 
7031,000000477272.jpg#2,An army green airplane model is on a display.
7032,000000477272.jpg#3,An old fighter jet sits on display in a museum.
7033,000000477272.jpg#4,A model jet that is sitting on a table.
7034,000000308974.jpg#0,A kite flying above in a crystal clear blue sky.
7035,000000308974.jpg#1,There is one kite flying high in the sky.
7036,000000308974.jpg#2,a white airplane and a red blue and black kite 
7037,000000308974.jpg#3,A brightly colored kits is flying through a clear sky.
7038,000000308974.jpg#4,A lone kite flying in the blue sky.
7039,000000133227.jpg#0,A bunch of jets that are flying in the sky.
7040,000000133227.jpg#1,four fighter jets can be seen under the cloudy blue sky
7041,000000133227.jpg#2,a bunch of fighter jets fly through the sky 
7042,000000133227.jpg#3,four jet plans are flying across the blue sky
7043,000000133227.jpg#4,This fleet of jets is flying in formation
7044,000000469130.jpg#0,A few jumbo jet planes parked in a waiting area of an airport.
7045,000000469130.jpg#1,Commercial jets lined up at an airport terminal.
7046,000000469130.jpg#2,Planes waiting on the tarmac of an airport.
7047,000000469130.jpg#3,A group of airplanes that are sitting on a tarmac.
7048,000000469130.jpg#4,Three blue airplanes lined up on a run way
7049,000000288002.jpg#0,Four jets fly overhead trailing smoke with a clear blue sky.
7050,000000288002.jpg#1,Four jets are flying high in the blue sky. 
7051,000000288002.jpg#2,Fighter jets flying together in close formation leaving vapor trails.
7052,000000288002.jpg#3,some fighter jets flying in formation with some smoke trails behind it
7053,000000288002.jpg#4,a couple of fighter jets flying through the blue sky 
7054,000000446661.jpg#0,A Virgin Atlantic airliner is preparing for takeoff.
7055,000000446661.jpg#1,The huge airliner has four engines on it's wings. 
7056,000000446661.jpg#2,a white and red plane is on a runway
7057,000000446661.jpg#3,A virgin plane getting ready to take off from the airport
7058,000000446661.jpg#4,a virgin atlantic plane on an airport runway. 
7059,000000333894.jpg#0,A fleet of air crafts are flying through the air.
7060,000000333894.jpg#1,a bunch of planes are flying in the sky
7061,000000333894.jpg#2,A group of airplanes are flying through the sky.
7062,000000333894.jpg#3,Several war planes follow a refueling plane while flying.
7063,000000333894.jpg#4,A military plane fueling one of three jets in the air.
7064,000000379612.jpg#0,this is an image of a cat on a tv
7065,000000379612.jpg#1,a cat on top of a tv in a room
7066,000000379612.jpg#2,A cat is sitting on top of a television set. 
7067,000000379612.jpg#3,Cat sitting atop a television while a movie is playing.
7068,000000379612.jpg#4,"A brown, grey, and white cat sitting on a tv"
7069,000000238117.jpg#0,"A sky blue aircraft is displayed in front of a building, with clouds overhead."
7070,000000238117.jpg#1,A large blue airplane parked in a stationary position.
7071,000000238117.jpg#2,A big fighter jet sits on the te
7072,000000238117.jpg#3,A jet aircraft strangely painted like the sky with clouds on display at an airport
7073,000000238117.jpg#4,A blue camouflage airplane is on a runway.
7074,000000161973.jpg#0,Four airplanes flying in formation in the sky.
7075,000000161973.jpg#1,Five stunt plane flying together in the air.
7076,000000161973.jpg#2,Four airplanes flying in formation with white smoke coming out of the back of them.
7077,000000161973.jpg#3,Four stunt planes are flying very closely together.
7078,000000161973.jpg#4,Red airplanes flying in formation with smoke pouring out of their backs.
7079,000000126282.jpg#0,the Skyteam aircraft on a snowy runway at an airport
7080,000000126282.jpg#1,A large passenger jet landing on a runway.
7081,000000126282.jpg#2,An airplane on wet pavement surrounded by snow.
7082,000000126282.jpg#3,A Skyteam airplane taxiing on a snowy runway.
7083,000000126282.jpg#4,A jet is traveling down a runway near the snow.
7084,000000464909.jpg#0,An airplane is flying high in the air in the sky. 
7085,000000464909.jpg#1,A small engine plane flying next to a fighter jet.
7086,000000464909.jpg#2,A couple of air craft fly in the sky.
7087,000000464909.jpg#3,An airplane flying over a jet near a nuclear power plant.
7088,000000464909.jpg#4,An aeroplane in the air and a fighter plane is coming towards it.
7089,000000268921.jpg#0,Four jet fighters passing by in the air in formation.
7090,000000268921.jpg#1,a bunch of planes fly through the blue sky 
7091,000000268921.jpg#2,A formation of planes flying through a blue sky.
7092,000000268921.jpg#3,four airplanes that are flying through the sky
7093,000000268921.jpg#4,Four airplanes in the air with smoke coming from them. 
7094,000000562911.jpg#0,A pair of people sit in a helicopter off of the ground.
7095,000000562911.jpg#1,A small helicopter in an open field near a plane.
7096,000000562911.jpg#2,A white helicopter landing in an open field.
7097,000000562911.jpg#3,A white and red helicopter above a grassy field.
7098,000000562911.jpg#4,a red and white helicopter with two people inside landing on the ground.
7099,000000428460.jpg#0,A large jetliner parked on an airport tarmac.
7100,000000428460.jpg#1,a yellow blue and orange jet at an airport
7101,000000428460.jpg#2,A colorful plane parked at an airport terminal
7102,000000428460.jpg#3,A plane on the tarmac with other planes in the background.
7103,000000428460.jpg#4,Armavia air plane on tar mack with other planes in the distance.
7104,000000475798.jpg#0,An airplane parked next to a terminal ready for passengers to board.
7105,000000475798.jpg#1,A plane on the tarmac is parked at a gate.
7106,000000475798.jpg#2,a large white plane is sitting on a runway
7107,000000475798.jpg#3,An airplane sitting on a runway.being loaded up.
7108,000000475798.jpg#4,An airplane parked at a airport terminal under gray skies.
7109,000000013000.jpg#0,The airplane is on the runway at the airport.
7110,000000013000.jpg#1,Commercial airliner taking off from runway in urban area.
7111,000000013000.jpg#2,An airplane is taking off from a runway.
7112,000000013000.jpg#3,A large jet airplane taking off from an airport.
7113,000000013000.jpg#4,A One World airplane is about to take off into the air. 
7114,000000242376.jpg#0,a large air plane on a run way
7115,000000242376.jpg#1,A large commercial airplane sitting on the runway
7116,000000242376.jpg#2,A white and blue airplane sits on a lot next to a passenger loading dock.
7117,000000242376.jpg#3,A large white jetliner sitting on top of an airport tarmac.
7118,000000242376.jpg#4,The large airline is parked with the passenger loader attached to it.
7119,000000025566.jpg#0,A building has reflections of planes in the windows.
7120,000000025566.jpg#1,A view of some airplanes reflecting in windows.
7121,000000025566.jpg#2,Reflection of a fighter plane with buildings around.
7122,000000025566.jpg#3,"The reflection of two jets on a mirrored facade of a building. 
"
7123,000000025566.jpg#4,An airplane is being reflected in two windows.
7124,000000483475.jpg#0,A modern jet airplane coming in to park at the gate of an airport
7125,000000483475.jpg#1,A large jet sitting on top of an airport runway.
7126,000000483475.jpg#2,A plane parked at an airport near a terminal.
7127,000000483475.jpg#3,A white airplane is parked preparing for takeoff.
7128,000000483475.jpg#4,some people standing at the top of some stairs 
7129,000000271401.jpg#0,Four planes flying together with spoke streams 
7130,000000271401.jpg#1,Airplanes doing stunts an an air shown in a cloudy sky.
7131,000000271401.jpg#2,Four fighter jets soar across the sky. 
7132,000000271401.jpg#3,four old time airplanes doing some tricks and aerobatics
7133,000000271401.jpg#4,Four airplanes with smoke flying in the sky. 
7134,000000475710.jpg#0,An airplane at the gate in an airport. 
7135,000000475710.jpg#1,A large passenger jet sitting next to a loading tunnel.
7136,000000475710.jpg#2,An airplane being boarded while a man loads the baggage at an airport.
7137,000000475710.jpg#3,Two planes on a runway outside of an airport. 
7138,000000475710.jpg#4,An airport runway containing two airplanes as they prepare to take off
7139,000000535322.jpg#0,An airport is mainly empty concrete parking with other planes far in the distance.
7140,000000535322.jpg#1,A group of jetliners sitting on top of an airport tarmac.
7141,000000535322.jpg#2,Three planes sitting parked next to each other at an airport.
7142,000000535322.jpg#3,Some large white airplanes on a open runway.
7143,000000535322.jpg#4,Three airplanes are parked on a dry runway beneath blue skies.
7144,000000246012.jpg#0,Planes flying in formation as smoke pours out the back of each airplane.
7145,000000246012.jpg#1,A fleet of airplanes fly in formation in the blue sky.
7146,000000246012.jpg#2,Four planes flying in the sky as part of an airshow.
7147,000000246012.jpg#3,four planes in the sky with smoke trails
7148,000000246012.jpg#4,Four small airplanes flying in the sky with vapor trails.
7149,000000042968.jpg#0,A plane is somewhat distant away from the green grass. 
7150,000000042968.jpg#1,a small air plane sitting behind a fence
7151,000000042968.jpg#2,A small air craft is parked next to a fence.
7152,000000042968.jpg#3,A white and red plane on runway with mountains in background.
7153,000000042968.jpg#4,There is a commuter plane on the ground 
7154,000000112800.jpg#0,A sea plane about to land on a lake near a boat
7155,000000112800.jpg#1,A biplane flying over a tugboat on a body of water.
7156,000000112800.jpg#2,"A scenic lake with a tug boat and small air craft close over head, pine forest in the background. "
7157,000000112800.jpg#3,a small boat in a large body of water
7158,000000112800.jpg#4,A small plane flies over boat in the river.
7159,000000474410.jpg#0,Four jets flying in formation in a blue sky.
7160,000000474410.jpg#1,The fighter jets fly in very close formation.
7161,000000474410.jpg#2,a group of jets flying in formation in the air 
7162,000000474410.jpg#3,A fleet of air crafts are flying formation.
7163,000000474410.jpg#4,Four jet airplanes flying straight up in the sky leaving a smoke trail.
7164,000000074434.jpg#0,A white airplane is parked on a green runway.
7165,000000074434.jpg#1,A colorful tail sets this airplane apart from the others.
7166,000000074434.jpg#2,A truck is driving next to the wing of a large plane. 
7167,000000074434.jpg#3,A picture is taken out of an airplane window showing the wing.
7168,000000074434.jpg#4,a big plane sits parked in an air port 
7169,000000077601.jpg#0,A dhl cargo plane sitting on the runway
7170,000000077601.jpg#1,A large jetliner parked on a runway at an airport.
7171,000000077601.jpg#2,A large DHL airliner sits on the tarmac.
7172,000000077601.jpg#3,A large plane on a runway with the sun in the background.
7173,000000077601.jpg#4,This is a  jet servicing DHL global marketing corporation.
7174,000000353400.jpg#0,A line of commercial aircraft  waiting on the runway.
7175,000000353400.jpg#1,Airplanes taxiing on an airport runway on foggy day. 
7176,000000353400.jpg#2,Large commercial planes taxiing on an airport runway.
7177,000000353400.jpg#3,An airport runway has several airplanes on it.
7178,000000353400.jpg#4,Airplanes line up on a tarmac in preparation for take-off.
7179,000000353400.jpg#5,Three airplanes are lined up for take off.
7180,000000548273.jpg#0,Four airplanes leaving trails in the sky above power lines.
7181,000000548273.jpg#1,Four jets in the sky at an air show.
7182,000000548273.jpg#2,Four planes flying in formation on a cloudy day. 
7183,000000548273.jpg#3,A group of airplanes flying in formation leaving contrails.
7184,000000548273.jpg#4,A group of planes planes flying in the sky overhead
7185,000000350073.jpg#0,a couple of planes are out on a runway
7186,000000350073.jpg#1,A large jetliner sitting on top of an airport runway as the sun rises.
7187,000000350073.jpg#2,two jets and a bus and an airports runway
7188,000000350073.jpg#3,To planes parked on a landing strip & blue skies.
7189,000000350073.jpg#4,A couple of planes getting ready to take off on a runway.
7190,000000497875.jpg#0,a number of small planes behind a fence
7191,000000497875.jpg#1,A group of small planes sitting on top of a tarmac.
7192,000000497875.jpg#2,A group of biplanes and truck on parking area.
7193,000000497875.jpg#3,A plane in a airport being towed by a blue truck.
7194,000000497875.jpg#4,Two airplanes that are sitting on the asphalt.
7195,000000416119.jpg#0,A small yellow airplane has a face on it.
7196,000000416119.jpg#1,a man and woman are checking out yellow airplane
7197,000000416119.jpg#2,a woman sitting in an airplane with a man next to her
7198,000000416119.jpg#3,A woman sitting in a plane with a shark face.
7199,000000416119.jpg#4,A yellow airplane with an angry face on it and a woman inside and a man in a suit standing on the far wing.
7200,000000003264.jpg#0,Four jets breaking formation in a cloudy sky above power lines
7201,000000003264.jpg#1,A group of planes flying through the air over power lines.
7202,000000003264.jpg#2,Four airplanes scream across the sky in formation.
7203,000000003264.jpg#3,Four airplanes are flying high over telephone wires into cloudy skies.
7204,000000003264.jpg#4,Four airplanes are shown flying through a cloudy sky.
